id,name,asins,brand,categories,keys,manufacturer,reviews.date,reviews.dateAdded,reviews.dateSeen,reviews.didPurchase,reviews.doRecommend,reviews.id,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.userCity,reviews.userProvince,reviews.username
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121",Not easy for elderly users cease of ads that pop up.,nice tablet for the price,,,tld2
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121","Excellent product. Easy to use, large screen makes watching movies and reading easier.",Excellent product,,,ralexander422
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121",Wanted my father to have his first tablet and this is a very good value. He can watch movies and play a few games. Easy enough for him to use.,Great Value,,,RegE
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121",Simply does everything I need. Thank youAnd silk works wonders,Excellect,,,TommyL
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121",Got it as a present and love the size of the screen,Living It,,,Teacheeor
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-23T00:00:00.000Z,2017-07-03T23:28:24Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=154,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=121","The kindle is easiest to use, graphics and screen crisp, clear, brilliant colors.",Favorite of any tablet,,,BudVette
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=111",nice reader. almost perfect for what i want/need. good bargain,good,,,Linda
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112",I really like this tablet. I would have given 5 stars but sometimes you have to push start several times after you unlock the screen and it is a little annoying.,Nice Tablet for the Price,,,BestBuyLover
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112",Great video quality lots of fun apps fun for the whole family,Great quality tablet,,,Alane
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112",Love love love my kindle fire 8.....this is what my 9 yr old granddaughter said when I bought this for her at Christmas..we have purchased kindled in the past but this one has been the best....love the fact that you can now use a memory card in it...that helps so much when you use it for books...games...music and viedos...thanks,Kindle fire 8,,,Mynie
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112","Excellent tablet with nice screen. I wish Amazon would pre install the play store, this would have been perfect.",Excellent reader,,,SeanRyan
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112","Preloaded with the reading app from Kindle but expandable with other apps. Perfect for travel. Carry your library, games and productivity apps in a small footprint.",Best Tablet Choice,,,jim9311
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112","Very happy with this product and easy to use..picture is clear, takes great pictures..",Great size..,,,Babym494
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-24T00:00:00.000Z,2017-07-03T23:27:54Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=145,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=112","My grandchildren are home schooled and utilize the tables for many learning apps! They LOVE using them as it makes them feel ""so grown up""! The tablets are a great leaning tool and they are receiving many benefits from them!",Great tablet for kids!,,,Lecale
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-27T00:00:00.000Z,2017-07-03T23:27:36Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=106","Great size, easy to carry for traveling. Need to spend more time Looking into apps for contact manegement, interactive calenders and most important, music storage and use.",First Tablet. Lots of possibilities.,,,Laser301
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-27T00:00:00.000Z,2017-07-03T23:27:36Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=107",I purchased this when my last tablet died. It meets all basic needs and the price was great.,Great price for a basic tablet.,,,doglover
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-27T00:00:00.000Z,2017-07-03T23:27:36Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,4,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=107","Perfect for downloading and reading books !! Perfect size and has a nice, bright screen.","Great, quality tablet",,,Dave
AVqkIhwDv8e3D1O-lebb,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",B01AHB9CN2,Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets","841667104676,amazon/53004484,amazon/b01ahb9cn2,0841667104676,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/5620406,allnewfirehd8tablet8hddisplaywifi16gbincludesspecialoffersmagenta/b01ahb9cn2",Amazon,2017-01-27T00:00:00.000Z,2017-07-03T23:27:36Z,"2017-06-07T09:04:00.000Z,2017-04-30T00:44:00.000Z",,TRUE,,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=140,http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=107",I was surprised when I learned of the capabilities of this device. Now my husband has more access to his desktop and I am doing things which I couldn't on his device.,Excellent for simple games and social media.,,,James
